,TIME,FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,P7,P8,Fz,Cz,Pz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6
197,09:30:25.356,15.8608,9.939,12.9685,16.0684,13.0404,17.9178,8.634,7.5561,7.5387,4.2523,16.5223,18.6409,-4.3036,20.6627,12.7375,13.8692,8.9047,11.2202,16.6937,13.731,13.4213,14.2459,19.9371,9.4341,17.3292
199,09:30:25.358,12.8616,5.0194,9.9045,16.2047,11.2119,14.7024,6.7635,2.9671,4.8192,-1.0087,14.2502,14.5453,-4.0752,12.3288,10.1434,10.9535,6.0652,8.7833,13.881,11.3983,10.043,11.6298,16.9048,8.0457,14.6156
201,09:30:25.360,9.4754,-0.133,6.2677,15.7389,8.2421,9.9471,3.6195,-2.9982,1.4877,-7.227,11.2851,9.5754,-1.9929,4.4159,6.6062,6.8992,1.8888,5.5004,9.924,7.7858,5.3473,7.995,14.2806,5.2214,9.5202
203,09:30:25.362,6.9024,-2.6409,2.7076,12.8525,4.9366,4.5951,0.0799,-9.0596,-1.6076,-12.6217,8.1494,5.1644,1.1652,-0.0478,2.812,2.544,-2.5244,2.0608,5.4494,3.8329,0.3615,4.1539,11.7624,1.5767,3.1695
205,09:30:25.364,4.9511,-0.966,-0.735,6.2799,1.5383,-0.8509,-3.3647,-14.6001,-4.181,-16.6585,4.9828,1.8593,4.3956,-1.412,-1.1627,-1.8274,-6.5492,-1.4674,0.5586,0.0163,-4.4283,0.1426,8.3282,-2.5972,-3.156
207,09:30:25.366,3.2962,4.1121,-4.1604,-3.0533,-1.7935,-5.8369,-6.4451,-18.9899,-6.0449,-19.1328,1.8407,-0.3192,7.0259,-1.084,-5.3156,-5.9289,-9.746,-5.0526,-4.4885,-3.3216,-8.5983,-4.0589,3.9577,-6.8432,-8.0003
209,09:30:25.368,2.6111,10.1816,-7.2833,-12.241,-4.436,-9.4045,-8.7117,-21.2896,-6.897,-19.4471,-0.9433,-1.3255,8.8849,0.9352,-9.1178,-9.0199,-11.537,-8.1358,-8.758,-5.6098,-11.4135,-7.7133,0.114,-10.0903,-10.1396
211,09:30:25.370,3.9549,14.8576,-9.4213,-18.3029,-5.4863,-10.6309,-9.4979,-20.8969,-6.5873,-17.2274,-2.7911,-1.0761,9.9589,5.3139,-11.6267,-10.2467,-11.435,-9.8262,-11.0584,-6.2453,-12.1799,-9.523,-1.5758,-10.9779,-9.2914
213,09:30:25.372,7.1049,16.9872,-9.957,-20.0154,-4.5566,-9.4455,-8.4131,-18.3402,-5.3918,-13.4308,-3.3027,0.1461,10.0268,10.6021,-12.2032,-9.4321,-9.6042,-9.6662,-10.9102,-5.1707,-10.9384,-8.7303,-0.8944,-8.8479,-6.3727
215,09:30:25.374,10.0129,16.6307,-8.7107,-18.1228,-2.2539,-6.8256,-5.8427,-15.1346,-3.8468,-10.2366,-2.5535,1.5946,8.8121,12.5999,-10.9762,-7.3444,-6.995,-8.0553,-8.9653,-3.098,-8.6002,-5.893,0.8698,-4.4537,-2.8911
217,09:30:25.376,10.3819,14.2747,-5.9206,-14.1623,0.2616,-4.056,-2.835,-12.733,-2.3388,-9.441,-0.9207,2.5715,6.5239,7.681,-8.5676,-5.0736,-4.7371,-5.8486,-6.3973,-1.0267,-6.2718,-2.4423,2.2278,0.4192,-0.0069
219,09:30:25.378,7.884,10.2483,-2.1473,-9.428,2.1593,-1.8494,-0.4171,-11.6828,-1.0043,-11.0222,1.2451,2.9609,4.0161,-3.2326,-5.5838,-3.2261,-3.3813,-3.6717,-3.9973,0.438,-4.5125,0.4578,2.6116,4.1487,1.8309
221,09:30:25.380,4.6562,4.7812,1.5619,-5.0198,3.2793,-0.2613,0.9754,-11.7916,-0.081,-13.5091,3.5522,3.0727,2.0903,-14.775,-2.6188,-1.8456,-2.7974,-1.8006,-1.9936,1.2204,-3.3338,2.4787,2.2533,6.1866,2.5124
223,09:30:25.382,3.4483,-1.6344,3.6094,-2.2948,3.6808,0.6924,1.4291,-12.8344,-0.1919,-15.7222,5.1888,2.9618,0.5149,-21.7378,-0.6288,-1.0065,-2.7529,-0.6133,-0.5997,1.3323,-2.7794,3.6687,1.4175,6.9229,1.8919
225,09:30:25.384,5.2127,-8.0682,2.5747,-2.459,3.1717,0.6961,1.0909,-14.7623,-2.003,-17.8509,4.9982,2.1501,-2.0319,-23.4371,-0.7607,-1.1341,-3.3691,-0.7481,-0.3099,0.5689,-3.1726,3.8329,0.2035,6.8583,0.0343
227,09:30:25.386,8.4189,-13.2586,-1.4186,-5.2822,1.579,-0.3589,-0.0186,-17.1826,-5.4138,-20.6591,2.4195,0.2532,-6.6444,-23.2796,-3.2883,-2.4645,-4.826,-2.4385,-1.3191,-1.1422,-4.5854,2.731,-0.923,6.0722,-2.2819
229,09:30:25.388,10.5677,-15.8196,-6.0328,-8.445,-0.5516,-1.6679,-1.6956,-18.9815,-9.1147,-23.883,-1.485,-2.1655,-12.5795,-24.3201,-6.6963,-4.2696,-6.6903,-4.7132,-2.7411,-3.1622,-6.2053,0.8461,-0.8612,4.4703,-3.709
231,09:30:25.390,10.3054,-14.5229,-7.9281,-8.8015,-1.8797,-1.7032,-3.2572,-18.8844,-11.1455,-25.855,-4.2361,-3.642,-17.0878,-25.9301,-8.2838,-4.9808,-7.8142,-5.6527,-2.8305,-4.2142,-6.5926,-0.4692,1.4388,2.3283,-3.3144
233,09:30:25.392,8.2508,-8.7744,-5.2386,-4.8452,-1.2337,0.5818,-3.8187,-16.5518,-10.152,-24.9215,-3.6298,-2.931,-17.2139,-25.0571,-6.1894,-3.3948,-7.1415,-3.8399,-0.3552,-3.2988,-4.8228,-0.0039,5.9529,0.3671,-1.4701
235,09:30:25.394,6.1269,0.8487,0.8891,1.878,1.2812,4.7041,-2.9796,-13.0065,-6.3024,-21.0966,0.506,-0.0914,-12.1131,-20.1078,-0.9994,0.1939,-4.6535,0.3369,4.1907,-0.5893,-1.3694,2.1167,11.3905,-0.7729,0.3886
237,09:30:25.396,5.3146,12.478,7.2554,7.8766,4.2773,8.9343,-1.1779,-9.8263,-1.0847,-16.1181,6.2131,3.618,-3.7566,-12.7475,4.7404,4.1756,-1.4264,4.9333,8.8862,2.6739,2.2699,4.4695,16.0736,-1.0635,0.9964
239,09:30:25.398,6.1169,23.5294,11.1775,10.3993,6.2793,11.7121,0.7081,-7.8865,3.7959,-11.8852,11.0807,6.8793,4.6339,-5.8243,8.6846,6.9923,1.289,8.0718,11.9844,5.2257,4.8593,5.7039,18.9311,-1.0668,0.2588
241,09:30:25.400,8.0397,31.5931,12.1715,9.272,6.8929,12.7917,2.0799,-6.9019,7.4554,-8.9806,13.9986,9.2155,10.9301,-0.3433,10.3534,8.2963,3.0092,9.2937,13.2074,6.6895,6.2955,5.7802,19.6724,-1.4405,-0.9105
243,09:30:25.402,10.4652,34.9743,11.3385,6.4455,6.7798,13.0504,2.9127,-6.0778,10.0301,-6.6886,15.3281,10.7644,15.1123,4.7966,10.777,8.7975,4.0774,9.3696,13.5033,7.5022,7.2599,5.7173,18.3114,-2.4894,-1.54
245,09:30:25.404,13.0172,32.791,9.5989,4.0774,6.6577,13.353,3.4525,-4.9898,12.1136,-4.1564,15.6813,11.452,18.3388,10.3517,10.8663,9.1883,4.9799,9.0617,13.7492,8.1375,8.2336,6.1971,14.9393,-4.0659,-1.2011
247,09:30:25.406,15.4688,25.2118,7.0008,3.1022,6.5917,13.783,3.8646,-3.7345,14.1203,-1.2532,14.9827,10.7927,21.3506,15.0049,10.5296,9.4713,5.8264,8.4077,13.9366,8.629,9.0717,6.6984,10.1088,-5.678,0.2397
249,09:30:25.408,17.5192,14.1041,3.7407,3.2918,6.3444,13.9589,4.3173,-2.3976,16.1035,1.6388,12.9268,8.6739,23.8344,16.6722,9.4133,9.3647,6.5358,7.2656,13.6292,8.8776,9.5134,6.188,5.1837,-6.5857,3.0692
251,09:30:25.410,18.7648,3.2544,1.283,4.1459,6.1785,13.8484,5.2623,-0.6959,17.9426,4.2758,10.0898,6.1222,25.0461,15.1415,8.0749,9.0964,7.307,6.2126,12.9249,9.1907,9.8321,4.5508,1.8838,-5.9535,7.523
253,09:30:25.412,18.8926,-3.0054,1.787,5.4299,6.9522,14.0019,7.3035,1.6771,19.4849,6.667,8.0822,4.8834,24.6822,12.6149,7.9136,9.4639,8.6177,6.4549,12.6346,10.2239,10.7071,3.0503,1.1872,-3.2365,13.0415
255,09:30:25.414,17.8955,-2.4706,6.1319,7.0192,9.2581,14.9211,10.567,4.4377,20.4821,8.6058,8.2788,5.9652,23.0577,11.3825,9.7779,10.997,10.6615,8.6656,13.4313,12.2896,12.4265,3.195,2.6161,1.3393,17.9876
257,09:30:25.416,16.1277,3.1597,12.6513,8.6143,12.5776,16.3425,14.2566,6.6548,20.5702,9.4482,10.4215,8.5807,20.6902,11.4701,12.8497,13.1982,12.9208,12.0483,14.9852,14.835,14.388,5.1891,4.6566,6.6697,20.4665
259,09:30:25.418,14.1857,9.464,18.062,9.8074,15.4792,17.3032,17.0445,7.4354,19.5268,8.6422,12.659,10.6643,17.9844,11.1182,15.1362,14.7874,14.4729,14.755,16.1053,16.7558,15.5354,7.6168,5.9676,11.3023,19.6551
261,09:30:25.420,12.7099,12.816,19.7769,10.323,16.7258,16.9508,18.047,6.6592,17.6137,6.4526,13.0624,10.5518,15.2952,9.389,15.0924,14.743,14.7615,15.2949,15.7406,17.2662,15.2775,8.6887,6.2883,14.2526,16.3704
263,09:30:25.422,12.1855,13.0502,17.4451,10.0334,16.1727,15.2392,17.4255,4.988,15.5504,3.9356,11.1215,8.2419,13.0198,7.5649,12.7052,13.0658,14.0025,13.5341,13.7786,16.436,13.9017,7.7756,6.3024,15.4115,12.302
265,09:30:25.424,12.7574,12.7223,12.5598,8.7846,14.6182,12.8277,16.018,3.161,13.9893,2.034,7.8596,5.1242,11.4314,7.567,9.1034,10.5503,12.8072,10.429,10.9079,14.9024,12.1074,5.7595,6.7246,15.2299,8.6505
267,09:30:25.426,14.0995,13.9224,6.9522,6.4208,12.9126,10.3822,14.4579,1.3385,12.9591,0.7219,4.7202,2.6278,10.4881,9.4026,5.3839,7.9371,11.4956,7.0073,7.8697,13.1646,10.2623,4.0245,7.5349,14.0863,5.4439
269,09:30:25.428,15.4689,16.1692,1.7439,3.1107,11.3092,8.0637,12.7427,-0.8354,11.8809,-0.8448,2.5062,1.2049,9.9512,10.9252,1.9693,5.3858,9.8777,3.7255,4.9668,11.2348,8.2065,3.2179,8.0561,12.0171,2.053
271,09:30:25.430,16.0548,17.5243,-2.6368,-0.4313,9.6013,5.6854,10.6187,-3.5668,10.1964,-3.2836,1.2782,0.5075,9.6559,10.3566,-1.0826,2.7055,7.6863,0.6523,2.2247,8.9189,5.7253,2.9487,7.7405,9.0283,-1.7442
273,09:30:25.432,15.4937,17.257,-5.9968,-3.2148,7.6905,3.254,8.2017,-6.3809,7.9821,-6.1287,0.9167,0.2762,9.4912,8.5625,-3.5304,-0.0859,5.0994,-2.0472,-0.1865,6.2978,3.0646,2.519,6.867,5.5506,-5.209
275,09:30:25.434,14.1623,16.6594,-8.2028,-4.5652,5.8853,1.237,6.0667,-8.2938,5.9255,-8.0557,1.4639,0.8059,9.1159,8.235,-4.9319,-2.5583,2.744,-4.0052,-1.855,3.844,0.8927,1.7978,6.4231,2.461,-7.041
277,09:30:25.436,12.9177,17.0418,-9.2788,-4.4812,4.6775,0.2538,4.7513,-8.5351,4.7315,-7.9689,2.8892,2.4953,8.0105,10.762,-5.0867,-4.1942,1.2086,-4.9605,-2.4502,2.0877,-0.2238,1.3564,7.21,0.5888,-6.2812
279,09:30:25.438,12.4103,17.5518,-9.3797,-3.4784,4.3187,0.518,4.2988,-7.1566,4.6147,-5.9023,4.7381,5.0833,6.159,14.3386,-4.3095,-4.8285,0.6102,-5.0172,-2.0695,1.2118,-0.2704,1.8161,8.9987,0.1668,-2.9615
281,09:30:25.440,12.5389,15.7679,-8.6114,-2.1867,4.6156,1.5872,4.3223,-5.0146,5.3379,-2.9471,6.2369,7.5187,4.6532,15.5128,-3.2202,-4.7643,0.6068,-4.5669,-1.2412,0.9459,0.2318,3.1092,10.6077,0.7246,1.8799
283,09:30:25.442,12.5557,10.5542,-7.0501,-1.1077,5.0381,2.6292,4.3941,-3.2216,6.5695,-0.4066,6.8196,8.6823,5.1888,12.5095,-2.3641,-4.5503,0.7087,-4.0565,-0.6224,0.7683,0.5946,4.3708,10.9153,1.4595,6.665
285,09:30:25.444,11.7354,3.718,-5.0612,-0.6123,4.9654,2.9148,4.2398,-2.5775,8.0117,0.9693,6.5115,8.2346,8.54,6.7998,-2.0771,-4.7102,0.4969,-3.89,-0.6979,0.1763,0.299,4.5415,9.8396,1.7067,9.8661
287,09:30:25.446,9.9868,-1.6681,-3.5031,-0.9761,3.9116,2.106,3.5995,-3.3721,9.1863,1.0782,5.7568,6.7348,13.488,1.4755,-2.5956,-5.621,-0.3756,-4.4521,-1.6847,-1.156,-0.9022,3.1161,8.2682,1.1472,10.4855
289,09:30:25.448,7.8609,-4.3692,-3.4222,-2.3555,1.6921,0.2073,2.1232,-5.514,9.3491,0.0652,4.8775,4.9538,17.5273,-1.5564,-4.1198,-7.4766,-2.1849,-6.0408,-3.5977,-3.3301,-3.0264,0.3949,6.9816,-0.2592,8.3382
291,09:30:25.450,6.0228,-5.8307,-5.4251,-4.7982,-1.4903,-2.6054,-0.3994,-8.6861,7.915,-1.9773,3.7209,3.1391,18.8334,-2.641,-6.7037,-10.2173,-4.9684,-8.6721,-6.3192,-6.2154,-5.8885,-2.8945,5.7188,-2.3813,4.0751
293,09:30:25.452,4.7433,-7.8461,-9.3028,-8.2997,-5.1031,-6.0254,-3.69,-12.3707,5.07,-4.8976,1.8505,0.9903,17.52,-3.1016,-10.1339,-13.4571,-8.3438,-11.9693,-9.5941,-9.4692,-9.0992,-6.1541,3.4538,-4.9098,-1.095
295,09:30:25.454,3.8569,-10.0249,-14.1842,-12.7352,-8.4952,-9.5412,-6.9939,-15.8699,1.8314,-8.2109,-0.9128,-1.6925,14.956,-3.5482,-13.9593,-16.5567,-11.6041,-15.3072,-13.0016,-12.6198,-12.1294,-9.1218,-0.3376,-7.3398,-5.8869
297,09:30:25.456,3.109,-10.2178,-18.9659,-17.6197,-11.1554,-12.4746,-9.5561,-18.487,-0.6779,-11.1028,-4.1355,-4.453,12.1087,-3.623,-17.6219,-18.8868,-14.1041,-18.1058,-15.9997,-15.2142,-14.4716,-11.6582,-4.7577,-9.1266,-9.3655
299,09:30:25.458,2.4561,-7.2964,-22.6607,-22.017,-12.872,-14.253,-11.1235,-19.8063,-2.0731,-12.8172,-6.9677,-6.3629,8.9064,-2.9388,-20.5798,-20.1242,-15.6174,-20.0375,-18.0907,-16.9728,-15.8157,-13.524,-7.95,-9.9987,-11.0961
301,09:30:25.460,2.0082,-2.734,-24.6182,-24.9247,-13.7338,-14.7331,-11.9849,-19.8336,-2.8072,-13.0981,-8.7317,-6.7884,5.2029,-1.6675,-22.4235,-20.3644,-16.3495,-21.0488,-19.0406,-17.8775,-16.1344,-14.4826,-8.5655,-10.1495,-11.065
303,09:30:25.462,1.6925,0.9956,-24.7039,-25.8984,-14.0053,-14.2565,-12.5677,-18.8972,-3.4778,-12.3126,-9.3481,-5.9537,1.8061,-0.149,-23.0139,-19.9702,-16.65,-21.2714,-18.9872,-18.1424,-15.6503,-14.5625,-6.8436,-10.0455,-9.6051
305,09:30:25.464,0.9924,3.0848,-23.3163,-25.2125,-13.9368,-13.345,-13.0458,-17.4672,-4.1829,-11.2082,-9.1926,-4.7456,-0.0855,1.5432,-22.5199,-19.2818,-16.7436,-20.8986,-18.2988,-18.0685,-14.7267,-14.0388,-4.3584,-9.9331,-7.4288
307,09:30:25.466,-0.9208,4.6185,-21.0577,-23.2633,-13.5927,-12.3059,-13.3115,-16.0737,-4.6569,-10.5483,-8.5727,-4.0024,-0.5731,3.1555,-21.2234,-18.4127,-16.6999,-20.051,-17.2585,-17.8603,-13.7344,-13.0546,-2.7919,-9.4879,-5.5458
309,09:30:25.468,-4.6146,5.9917,-18.2849,-19.8929,-12.8363,-11.1197,-13.2196,-15.2516,-4.9302,-10.8396,-7.4598,-4.0221,-1.6763,3.5293,-19.2499,-17.2844,-16.5582,-18.7156,-15.8645,-17.5399,-12.9336,-11.3818,-2.8704,-8.0227,-4.8012
311,09:30:25.470,-9.7092,4.9168,-15.0953,-14.6073,-11.5629,-9.6898,-12.7852,-15.3135,-5.5875,-12.1646,-5.8472,-4.6972,-5.6505,1.0223,-16.5979,-15.8629,-16.3908,-16.8973,-13.9863,-17.0496,-12.4146,-8.7914,-4.1927,-5.1974,-5.2056
313,09:30:25.472,-14.6754,-1.9912,-11.8754,-7.6612,-10.035,-8.1546,-12.188,-16.0116,-7.1917,-14.0852,-4.3127,-5.9412,-12.4862,-4.7541,-13.5376,-14.3779,-16.2411,-14.9249,-11.7502,-16.4553,-12.1251,-5.7546,-5.7756,-1.6451,-5.7148
315,09:30:25.474,-17.5682,-15.3153,-9.6679,-0.7458,-8.946,-6.9041,-11.6869,-16.5054,-9.5055,-15.7352,-3.941,-7.7907,-19.3064,-11.6596,-10.8635,-13.2863,-16.0704,-13.5378,-9.7079,-16.0275,-11.9614,-3.584,-6.7221,1.1154,-4.9494
317,09:30:25.476,-17.4343,-30.8871,-9.5319,3.8244,-8.9796,-6.2728,-11.5496,-15.9299,-11.4792,-16.2453,-5.3628,-10.0482,-22.5431,-16.0673,-9.4441,-12.9493,-15.8193,-13.4293,-8.4933,-16.0592,-11.8514,-3.5462,-6.6536,1.5621,-2.4669
319,09:30:25.478,-15.318,-42.1681,-11.2353,4.8844,-10.1539,-6.2396,-11.952,-14.2103,-12.1342,-15.3542,-7.7841,-11.9832,-20.8447,-15.7933,-9.3124,-13.287,-15.5127,-14.5075,-8.2343,-16.5634,-11.7758,-5.639,-5.8594,-0.7725,0.5512
321,09:30:25.480,-13.7502,-44.7743,-12.7955,3.3168,-11.6106,-6.4567,-12.8127,-12.3099,-11.423,-13.7165,-9.2181,-12.6321,-15.9252,-12.224,-9.3212,-13.7644,-15.2541,-15.6587,-8.3523,-17.1715,-11.7381,-8.3175,-5.1375,-4.8935,2.0171
323,09:30:25.482,-14.7607,-38.9097,-11.8744,1.0039,-12.1919,-6.571,-13.6991,-11.4937,-10.1356,-12.5006,-8.0497,-11.5474,-10.7566,-9.365,-8.0354,-13.7818,-15.0839,-15.4943,-8.0523,-17.3749,-11.7243,-9.644,-5.2821,-8.9182,0.605
325,09:30:25.484,-17.939,-27.9935,-8.0154,-1.0913,-11.3478,-6.4762,-13.9842,-12.181,-8.9526,-12.4542,-4.5497,-9.236,-7.0957,-10.4219,-5.1692,-13.1198,-14.8404,-13.5349,-7.0509,-16.8801,-11.6591,-8.8522,-6.4262,-11.1926,-3.0739
327,09:30:25.486,-20.3646,-15.6147,-3.4017,-3.5715,-9.4863,-6.218,-13.1974,-13.4746,-7.6566,-13.1756,-0.7405,-6.7377,-4.6139,-14.9682,-2.0371,-11.9789,-14.16,-10.6492,-5.7579,-15.6992,-11.3403,-6.8115,-7.7507,-11.137,-6.8513
329,09:30:25.488,-18.725,-3.8662,-1.0363,-7.2481,-7.3976,-5.6728,-11.2602,-13.8523,-5.3048,-13.254,1.426,-4.6797,-1.9326,-19.2474,-0.3482,-10.5587,-12.6178,-8.1961,-4.6811,-13.8951,-10.3936,-4.968,-7.9194,-9.3007,-8.562
331,09:30:25.490,-11.916,6.2436,-1.9588,-11.4154,-5.3734,-4.4128,-8.4055,-12.3735,-1.1364,-11.2353,1.8226,-2.7482,1.8919,-19.2412,-0.4797,-8.6547,-9.9185,-6.686,-3.7071,-11.3263,-8.37,-3.9068,-5.9938,-6.7614,-7.4002
333,09:30:25.492,-1.8785,13.9316,-4.3292,-13.9381,-2.9936,-2.0119,-4.9349,-9.2999,4.6898,-6.681,2.0466,-0.1458,6.7616,-13.7328,-1.0769,-5.7988,-6.0719,-5.3736,-2.1212,-7.7748,-5.048,-3.0039,-2.1159,-4.4255,-4.0764
335,09:30:25.494,7.9748,18.7085,-5.3538,-13.2803,0.1826,1.4307,-1.1309,-5.708,11.1404,-0.5315,3.5837,3.4003,11.8337,-4.8868,-0.4796,-1.8863,-1.5079,-3.2307,0.5687,-3.3876,-0.7737,-1.3952,2.5664,-2.6949,-0.0158
337,09:30:25.496,15.2042,20.9456,-4.0262,-10.2564,3.8298,5.0906,2.6241,-2.6507,16.943,5.4364,6.1906,7.1136,16.045,3.7304,1.5344,2.3821,2.9638,-0.2279,3.8887,1.0825,3.5035,0.9123,6.6258,-1.5491,3.4807
339,09:30:25.498,19.516,21.7625,-1.8299,-7.4024,6.9242,7.8566,5.8132,-0.6552,21.205,9.6197,8.1944,9.6926,18.5563,9.6949,3.5823,5.8347,6.4543,2.5067,6.6334,4.6329,6.6921,2.9919,9.1728,-0.7897,5.6197
341,09:30:25.500,21.9785,22.1045,-0.8394,-6.4386,8.6584,9.1305,8.0523,0.2633,23.6436,11.4027,8.3223,10.3942,19.2202,12.8204,4.2457,7.7359,8.4736,3.835,7.9432,6.7375,8.2703,3.9523,10.2572,-0.2032,6.2672
343,09:30:25.502,23.4804,22.0176,-1.4719,-6.4632,9.2083,9.2948,9.4274,0.4419,24.4847,11.3429,7.051,9.6228,18.8902,14.4064,3.6195,8.3899,9.2439,3.7773,8.1329,7.7472,8.6626,3.7609,10.6914,0.3824,6.1018
345,09:30:25.504,24.0274,20.8666,-2.3271,-4.835,9.4818,9.3801,10.4427,0.4969,24.2296,10.6996,6.0653,8.4794,19.0354,15.7516,3.1478,8.7838,9.5098,3.4127,8.3717,8.5181,8.883,3.0788,11.4352,1.0412,6.457
347,09:30:25.506,23.2377,18.1318,-2.0571,0.0985,10.097,10.1673,11.4857,1.1242,23.3877,10.612,6.5034,7.7566,20.615,17.2436,3.99,9.5807,9.9046,3.6544,9.4973,9.5755,9.6737,2.4283,12.8746,1.6524,8.4756
349,09:30:25.508,21.102,13.96,-0.9774,7.1466,10.6922,11.4904,12.3178,2.5913,22.2341,11.3978,7.8873,7.3577,23.1352,18.4551,5.7395,10.4535,10.3871,4.2755,11.147,10.5994,10.8633,1.6965,14.4312,1.8765,11.9878
351,09:30:25.510,18.0837,9.1573,-0.66,13.0371,10.2936,12.3433,12.1768,4.2769,20.7215,12.3907,8.7403,6.607,24.9302,18.7556,6.8159,10.4117,10.2679,4.2022,12.0475,10.714,11.511,0.4617,14.8375,1.3229,15.2178
353,09:30:25.512,14.6537,4.8428,-2.1814,14.9109,8.3186,11.6764,10.4693,4.8773,18.6424,12.4282,8.0331,5.0027,24.534,17.7637,5.969,8.7546,8.8196,2.6519,11.1177,9.2812,10.6979,-1.3606,12.9835,-0.1449,15.9106
355,09:30:25.514,11.0184,1.9354,-5.1109,12.2114,5.1536,9.1879,7.386,3.3452,15.9298,10.6723,5.8953,2.6238,21.8104,15.4121,3.2671,5.6965,5.9218,-0.1494,8.2994,6.4548,8.2575,-3.3423,8.7405,-2.2087,13.0741
357,09:30:25.516,7.3915,0.5628,-8.2104,6.583,1.792,5.5027,3.8383,-0.1959,12.835,7.2089,3.1011,-0.0872,17.7591,11.8691,-0.251,2.1379,2.1903,-3.3063,4.4536,3.0528,4.8584,-4.9813,3.1231,-4.2028,7.7837
359,09:30:25.518,4.3497,-0.196,-10.7483,0.4036,-0.9588,1.7294,0.8218,-4.4284,9.8469,3.0384,0.2342,-2.7325,13.3949,7.5862,-3.5545,-1.0353,-1.4344,-6.0561,0.6558,-0.0163,1.498,-6.1591,-2.3003,-5.4711,2.3495
361,09:30:25.520,2.6707,-1.6661,-12.8255,-4.5396,-2.8495,-1.1422,-1.143,-7.7487,7.4663,-0.49,-2.454,-5.0408,9.0522,3.4042,-6.0917,-3.3782,-4.2032,-8.0986,-2.3365,-2.214,-1.0564,-7.0679,-6.2234,-5.6888,-1.306
363,09:30:25.522,2.7209,-4.2344,-14.5698,-7.469,-3.9233,-2.5995,-2.0467,-9.2896,6.0276,-2.3968,-4.5951,-6.6585,4.7845,0.4133,-7.5536,-4.7865,-5.7894,-9.3048,-4.1314,-3.4308,-2.4767,-7.7485,-8.0506,-4.9202,-2.6328
365,09:30:25.524,4.058,-6.5703,-15.4924,-8.4642,-4.1502,-2.6799,-2.089,-9.2403,5.6062,-2.5229,-5.5541,-7.1206,1.1268,-0.5355,-7.6616,-5.2652,-6.2442,-9.4663,-4.5985,-3.8188,-2.8003,-7.8625,-7.8637,-3.4641,-2.2666
367,09:30:25.526,5.7084,-6.5048,-14.9416,-8.2565,-3.4935,-1.8958,-1.5012,-8.411,5.9594,-1.5079,-4.9761,-6.2259,-0.9068,0.6636,-6.4675,-4.9731,-5.9022,-8.5519,-3.9561,-3.6861,-2.3553,-7.0336,-6.1894,-1.7214,-1.2836
369,09:30:25.528,6.8384,-2.9836,-13.0523,-7.9485,-2.2639,-1.0355,-0.6288,-7.5984,6.5471,-0.3495,-3.3643,-4.4175,-0.6741,3.3168,-4.7145,-4.4038,-5.3083,-7.0993,-2.8839,-3.4759,-1.7327,-5.4099,-3.7852,-0.1893,-0.6589
371,09:30:25.530,7.1548,2.8482,-10.8959,-8.4381,-1.1798,-0.7877,0.0323,-7.2279,6.7714,0.2034,-1.8423,-2.6162,1.401,6.3984,-3.5392,-4.2569,-5.0297,-6.0594,-2.2612,-3.6427,-1.6002,-3.8033,-1.4,0.5741,-1.0005
373,09:30:25.532,6.759,8.6123,-9.54,-9.7932,-0.8959,-1.3278,0.0881,-7.3077,6.3905,0.06,-1.2069,-1.5308,4.1121,9.0897,-3.5998,-4.9302,-5.3299,-6.0693,-2.562,-4.3825,-2.2971,-3.1707,0.5183,0.2012,-2.2778
375,09:30:25.534,5.8118,12.6835,-9.1003,-11.2042,-1.4433,-2.2125,-0.4112,-7.5352,5.7616,-0.2885,-1.2803,-1.1212,6.4004,10.9198,-4.5391,-6.1417,-5.9666,-6.91,-3.4785,-5.4586,-3.5375,-3.8577,1.9758,-1.1337,-3.6736
377,09:30:25.536,4.5007,15.1017,-8.8649,-11.7001,-2.1889,-2.7597,-0.9592,-7.5072,5.5905,-0.2718,-1.2633,-0.7805,7.9497,11.5752,-5.4101,-7.1607,-6.3866,-7.7668,-4.2317,-6.36,-4.5956,-5.2637,3.2695,-2.6426,-4.0164
379,09:30:25.538,3.2972,16.6739,-8.2522,-10.9839,-2.3773,-2.6072,-0.9949,-7.0178,6.3263,0.2708,-0.6523,-0.0215,8.9942,10.85,-5.6164,-7.4672,-6.2056,-8.013,-4.295,-6.6936,-4.8977,-6.2146,4.6752,-3.3498,-2.7201
381,09:30:25.540,3.0091,17.627,-7.415,-9.5709,-1.717,-1.9294,-0.3406,-6.2524,7.7569,1.0592,0.3109,1.0927,9.7927,8.9157,-5.3587,-7.1564,-5.5239,-7.6707,-3.8004,-6.4454,-4.4736,-5.7483,6.3176,-2.743,-0.3571
383,09:30:25.542,4.2822,17.4298,-6.8585,-8.1996,-0.5009,-1.1632,0.7312,-5.6551,9.1975,1.7569,1.0508,2.1742,10.384,6.4576,-5.2195,-6.7125,-4.7886,-7.1611,-3.2764,-5.8983,-3.8461,-3.737,8.2434,-1.0905,1.8526
385,09:30:25.544,6.8755,15.6879,-6.7071,-7.2873,0.709,-0.6464,1.7742,-5.5659,10.0491,2.2637,1.2945,2.9882,10.6709,4.1965,-5.5156,-6.5115,-4.4127,-6.8083,-3.1366,-5.379,-3.5425,-0.9577,10.3528,0.8414,3.1551
